Timestamp,Race/Ethnicity:,Class year: ,Do you identify as a low-income student? ,Are you a first-generation college student? ,Do you identify as LGBTQIA+?,Gender identity:,Will you be in Pacific Standard Time (PST) during the Spring 2021 semester?,How concerned are you about your academic success  this semester?,Additional comments about your academic success?,"Overall, how did you feel about the pace of your classes last semester? ","Overall, how did you feel about workload in your classes last semester?",What do you anticipate will be an academic challenge for you this semester? Select all that apply.,Additional comments about challenges you will face this semester? ,How helpful were the following supports to you last semester?  [Accessible office hours],How helpful were the following supports to you last semester?  [Addressing current events],How helpful were the following supports to you last semester?  [Flexibility with deadlines],How helpful were the following supports to you last semester?  [Flexibility and choice with exams/assessments],How helpful were the following supports to you last semester?  [Lower workload],How helpful were the following supports to you last semester?  [Opportunities to provide feedback to professors],How helpful were the following supports to you last semester?  [Peer-led study sessions],How helpful were the following supports to you last semester?  [Regular check-ins with professors dedicated to mental health/well-being],How helpful were the following supports to you last semester?  [Regular feedback from professors],How helpful were the following supports to you last semester?  [Resources provided on syllabi],How helpful were the following supports to you last semester?  [Transparency from professors],Additional comments about what worked and what didn't last semester? ,Which of the following would be most helpful to you this semester? (Select all that apply),"Any other comments, concerns, or questions that you would like DEB to share with faculty? (anonymously) "
1/10/2021 18:14:30,White,2024,Yes,No,Yes,Female/woman,No,5,,4,Extremely heavy—I regularly struggled to complete work or fail to complete work on time,"Busy work schedule, Communicating my difficulties with professors, Difficulty accessing or affording course materials, Distracting work environment, Distress and uncertainty from current political events, Heavy workload, Lack of support with assignments from faculty or peers, Poor mental health, Professors who are not flexible or accommodating, Social isolation",,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Regular meetings with professors dedicated to checking in about my progress, mental health, etc.",
1/10/2021 18:23:49,White,2022,No,No,No,Female/woman,Yes,2,,3,Somewhat heavy—I sometimes struggled to complete work on time,"Attending synchronous sessions, Classes running overtime, Distracting work environment, Distress and uncertainty from current political events, Fast pace, Health and safety concerns, Heavy workload, Lack of feedback from professors, Lack of support with assignments from faculty or peers, Poor mental health, Professors who are not flexible or accommodating, Social isolation, Technological difficulties",,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments",
1/10/2021 18:37:52,White,2021,No,No,Yes,Female/woman,Yes,2,,4,Extremely heavy—I regularly struggled to complete work or fail to complete work on time,"Busy work schedule, Communicating my difficulties with professors, Difficulty accessing or affording course materials, Distracting work environment, Distress and uncertainty from current political events, Fast pace, Health and safety concerns, Heavy workload, Poor mental health, Stress from financial concerns",,Very helpful,Not helpful,Helpful,Not helpful,Not helpful,Helpful,Not applicable,Not applicable,Helpful,Helpful,Helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Advocating for slower pace in classes, Peer-led study sessions, Peer-led tutoring (one-on-one), Regular meetings with professors dedicated to checking in about my progress, mental health, etc., Transparency from professors",
1/10/2021 18:43:37,Hispanic or Latinx,2024,Yes,No,No,Male/man,Yes,4,"Last semester, I felt I was overloaded with work many times, and solely focused on school. But this semester, I have a plan too focus on myself more. ",4,Somewhat heavy—I sometimes struggled to complete work on time,"Busy work schedule, Heavy workload","Zoom fatigue is a big one, I wouldn't know that sitting on Zoom for so long could be so draining and tiring. To combat this, I resort to caffeine, but that's a problem too.",Very helpful,Helpful,Very helpful,Very helpful,Very helpful,Helpful,Very helpful,Helpful,Very helpful,Very helpful,Very helpful,"Transparency from professors, especially during election time, was welcome, and I hope it is repeated as there might be more political tumult in the coming months. ","Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Advocating for slower pace in classes, Anonymous opportunities to provide feedback to my professors, Community dinners or celebrations, Peer-led study sessions, Peer-led tutoring (one-on-one), Regular meetings with professors dedicated to checking in about my progress, mental health, etc., Self Care sessions, Study sessions with DEB members, Transparency from professors",
1/10/2021 18:44:24,Asian,2023,No,No,Yes,Female/woman,Yes,1,"I'm doing alright academically, at the expense of being burnt out and tired, with little energy to focus on hobbies, even when I have the time to do so.",3,Manageable—I completed almost all work on time,"Distress and uncertainty from current political events, Health and safety concerns, Lack of support with assignments from faculty or peers, Poor mental health, Social isolation",,Very helpful,Helpful,Helpful,"Very helpful, Not applicable","Very helpful, Not applicable","Helpful, Not applicable","Helpful, Not applicable","Helpful, Not applicable",Very helpful,Not helpful,Helpful,"in the last question, when i check an option and n/a, this means i had some professors who implemented these policies and some who didn't.","Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Regular meetings with professors dedicated to checking in about my progress, mental health, etc., Self Care sessions, Transparency from professors",
1/10/2021 18:47:55,"American Indian or Alaskan Native, Hispanic or Latinx",2024,Yes,No,Yes,Female/woman,Yes,3,,4,Somewhat heavy—I sometimes struggled to complete work on time,"Communicating my difficulties with professors, Distress and uncertainty from current political events, Fast pace, Heavy workload, Lack of support with assignments from faculty or peers, Poor mental health, Professors who are not flexible or accommodating",,Very helpful,Helpful,Very helpful,Helpful,Not applicable,Not applicable,Not applicable,Not applicable,Very helpful,Very helpful,Very helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for slower pace in classes, Community dinners or celebrations, Peer-led study sessions, Peer-led tutoring (one-on-one)",
1/10/2021 18:50:28,White,2021,No,No,Yes,Male/man,No,1,,4,Extremely heavy—I regularly struggled to complete work or fail to complete work on time,"Attending synchronous sessions, Busy work schedule, Distracting work environment, Distress and uncertainty from current political events, Extra home/family responsibilities, Fast pace, Health and safety concerns, Heavy workload, Poor mental health, Professors who are not flexible or accommodating, Social isolation",,Very helpful,Helpful,Very helpful,Very helpful,Very helpful,Helpful,Helpful,Helpful,Very helpful,Helpful,Helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Advocating for slower pace in classes, Transparency from professors",
1/10/2021 18:54:18,White,2023,No,No,No,Male/man,Yes,2,,3,Manageable—I completed almost all work on time,"Communicating my difficulties with professors, Heavy workload, Social isolation",,Helpful,Helpful,Very helpful,Helpful,Helpful,Helpful,Not helpful,Not helpful,Very helpful,Helpful,Very helpful,,"Peer-led study sessions, Regular meetings with professors dedicated to checking in about my progress, mental health, etc., Self Care sessions, Transparency from professors",
1/10/2021 19:01:57,White,2021,No,No,Yes,Female/woman,No,3,,4,Somewhat heavy—I sometimes struggled to complete work on time,"Communicating my difficulties with professors, Distracting work environment, Distress and uncertainty from current political events, Extra home/family responsibilities, Fast pace, Health and safety concerns, Heavy workload, Lack of feedback from professors, Poor mental health, Social isolation, Unhealthy or unstable living environment, Time difference/ classes running late at night for me",,Helpful,Helpful,Helpful,Not applicable,Not helpful,Helpful,Helpful,Not applicable,Not applicable,Not applicable,Very helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Advocating for slower pace in classes, Community dinners or celebrations, Regular meetings with professors dedicated to checking in about my progress, mental health, etc., Self Care sessions, For Professor to provide feedback on assignments consistently and in a timely manner (so we can have a better idea of how we are doing in the class) ",
1/10/2021 19:05:17,Asian,2023,No,No,Yes,Male/man,Yes,4,,3,Somewhat heavy—I sometimes struggled to complete work on time,"Classes running overtime, Distress and uncertainty from current political events, Health and safety concerns, Heavy workload, Poor mental health, Social isolation",,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,Not applicable,Very helpful,Very helpful,Very helpful,Very helpful,I appreciated regular feedback with professors. I also appreciated professors who were willing to change their syllabus to accommodate students' needs.  ,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Advocating for slower pace in classes, Anonymous opportunities to provide feedback to my professors, Regular meetings with professors dedicated to checking in about my progress, mental health, etc., Self Care sessions, Study sessions with DEB members, Transparency from professors",
